1,2,3,4,5,6,7,8,9,10,11,12,Ans
2.9145,0.0166016,0.0391166,0.0256929,0.010805,0.0142921,0.0189572,0.00979793,0.00843721,0.00801703,0.01501,2.32872,5
2.70591,0.0240081,0.0489419,0.028575,0.0124654,0.0238899,0.0272022,0.0126894,0.00979082,0.00905031,0.0121396,2.33398,5
3.15943,0.0233116,0.0604314,0.0366317,0.0106211,0.0156222,0.0182121,0.00870004,0.0104392,0.00847641,0.0124863,2.33222,5
2.29013,0.0309527,0.0407019,0.0303764,0.0117963,0.0121254,0.0224919,0.00966101,0.00697627,0.010351,0.0143992,2.3456,5
3.1939,0.0204053,0.0493544,0.0433578,0.00935614,0.0143168,0.020083,0.00840621,0.00666689,0.0100212,0.0127854,2.34258,5
2.53417,0.0273644,0.0526067,0.0346418,0.0108037,0.0136549,0.0203693,0.00942371,0.00913102,0.00843605,0.014357,2.34676,5
2.06685,0.0180296,0.045236,0.0254814,0.0072135,0.0147198,0.0197903,0.0108501,0.00688275,0.00856232,0.0106167,2.34442,5
3.0293,0.0256437,0.0381366,0.0394559,0.0131458,0.0168475,0.0219085,0.0107901,0.00672684,0.00793573,0.0108957,2.35011,5
2.64453,0.0281451,0.0492395,0.0382417,0.00801211,0.0185515,0.0198618,0.00694262,0.00648029,0.00901272,0.0152588,2.34198,5
3.08911,0.0256802,0.0472924,0.0375691,0.00880015,0.00907661,0.0257579,0.0107861,0.0102791,0.0110244,0.0112901,2.35277,5
2.89745,0.0247703,0.0655927,0.040032,0.00828461,0.0147426,0.0347136,0.00902429,0.00672333,0.0130809,0.0117761,2.34846,5
2.58443,0.024095,0.0467818,0.0290897,0.0100488,0.0124724,0.0184877,0.0110899,0.00702975,0.0139235,0.0110857,2.34842,5
2.61512,0.0209945,0.0451881,0.0360129,0.00885504,0.0158403,0.0247176,0.0108663,0.00657284,0.0104865,0.00972242,2.33844,5
2.39398,0.0156155,0.0490547,0.0253458,0.00901006,0.0204551,0.0201495,0.00818728,0.00778567,0.0079442,0.00906853,2.34072,5
3.03705,0.0211927,0.060082,0.0540135,0.00879415,0.0100149,0.0287389,0.00904258,0.00728718,0.0143481,0.0140786,2.35301,5
2.18164,0.0291464,0.0443939,0.031398,0.013685,0.0248747,0.0286987,0.0131561,0.0099365,0.0108319,0.0151204,2.3437,5
2.38923,0.0181866,0.0394024,0.0373722,0.00959491,0.0138608,0.0238453,0.00864301,0.00669654,0.00912254,0.0101873,2.34905,5
3.05126,0.0173179,0.0496694,0.0378261,0.010007,0.0189004,0.0233629,0.00788558,0.00900052,0.00811314,0.0137843,2.35109,5
3.18861,0.0175394,0.0629399,0.0334785,0.00877678,0.0165514,0.0231924,0.0125245,0.00871284,0.0105445,0.0113465,2.3494,5
2.75997,0.0265483,0.0440486,0.0288424,0.00901414,0.0190564,0.0277909,0.0109232,0.00711206,0.0113381,0.00974787,2.35505,5
2.93594,0.0361298,0.0427344,0.0377671,0.0124867,0.0212291,0.0270102,0.0080762,0.00965622,0.00921179,0.0152154,2.35886,5
