1,2,3,4,5,6,7,8,9,10,11,12,Ans
0.314402,0.225384,0.103048,0.0599594,0.0236629,0.0214728,0.0198884,0.0230494,0.0265108,0.0216862,0.0208452,0.501393,1
0.226355,0.176595,0.0977316,0.0704315,0.057847,0.0408976,0.0156322,0.0121416,0.0162358,0.0148321,0.0151684,0.407829,1
0.321343,0.173932,0.114191,0.0643229,0.0333457,0.0138083,0.0109146,0.0124999,0.0124526,0.0139567,0.0157723,0.421778,1
0.286173,0.187061,0.124063,0.0552596,0.0491789,0.0250422,0.00973955,0.0102152,0.00842351,0.0125954,0.0150687,0.419438,1
0.258763,0.180491,0.0927019,0.0742785,0.04454,0.0286357,0.016584,0.0125862,0.0175779,0.0189985,0.0134726,0.413449,1
0.231941,0.15002,0.0997325,0.0517386,0.0343899,0.0294881,0.0136711,0.00978821,0.0118151,0.012003,0.0134147,0.408264,1
0.210565,0.169843,0.097634,0.0728999,0.0505767,0.0470355,0.0198197,0.0153195,0.0147953,0.0153792,0.0216029,0.411422,1
0.238296,0.193994,0.110653,0.0787512,0.0526429,0.0277457,0.0183127,0.0167516,0.0142335,0.0160343,0.0176917,0.418297,1
0.254171,0.171856,0.0826508,0.0453028,0.0459344,0.019002,0.0159963,0.0146093,0.0100332,0.00845373,0.01087,0.4112,1
0.289984,0.128337,0.106481,0.0588341,0.0486291,0.0196432,0.0174147,0.0114871,0.00812013,0.00760576,0.0127594,0.412281,1
0.300185,0.134883,0.111086,0.0500203,0.0262766,0.0159188,0.0183195,0.0139122,0.00810677,0.0115635,0.0115351,0.414641,1
0.299382,0.127386,0.0759482,0.0432839,0.029572,0.015472,0.0195847,0.0144926,0.0105138,0.00930299,0.0104674,0.413873,1
0.290101,0.158445,0.0784033,0.0587399,0.0470702,0.0237803,0.0162328,0.0161736,0.0119957,0.0145103,0.00997592,0.410589,1
0.266338,0.227426,0.123108,0.0798308,0.0649912,0.0338719,0.0200292,0.0159496,0.0126781,0.0103077,0.0111462,0.416713,1
0.286895,0.160627,0.11857,0.0753888,0.0576215,0.0174622,0.017101,0.0142724,0.00722355,0.0113044,0.0110266,0.416375,1
0.256918,0.192934,0.144032,0.0850825,0.0658431,0.034905,0.0192329,0.0146756,0.00915389,0.0112195,0.0197374,0.412906,1
0.324148,0.171896,0.107497,0.0763495,0.05789,0.0264462,0.0170617,0.0184334,0.0118662,0.0129789,0.0113927,0.41924,1
0.253466,0.161603,0.0903011,0.0777362,0.0543903,0.0310611,0.0194232,0.0110552,0.0156247,0.011333,0.0132025,0.409085,1
0.25328,0.223203,0.132633,0.0790226,0.0567358,0.0357046,0.0127104,0.0121663,0.00813904,0.0110698,0.0131826,0.415209,1
0.243389,0.179993,0.115143,0.109595,0.067114,0.0216429,0.0175531,0.00944133,0.00964564,0.00713479,0.0111099,0.408862,1
0.304,0.117996,0.106939,0.0726158,0.041307,0.0257147,0.017188,0.0114309,0.00983215,0.0124617,0.0104761,0.414299,1
0.248165,0.145371,0.0908955,0.0650455,0.0395578,0.0177934,0.0161692,0.0163089,0.0101746,0.0112325,0.015356,0.410522,1
0.284624,0.234814,0.096382,0.0615018,0.0599466,0.0223792,0.0155048,0.0142232,0.0139188,0.0102731,0.0131064,0.419947,1
0.293832,0.123141,0.0770302,0.0570788,0.0345876,0.0137345,0.0156846,0.0160907,0.0133977,0.0131579,0.0132463,0.411228,1
0.314126,0.167095,0.0993167,0.0764893,0.0384832,0.0218652,0.014688,0.0133501,0.0126018,0.0125417,0.0114591,0.416359,1
0.212905,0.146083,0.119685,0.0800958,0.0500347,0.0383127,0.0147867,0.0144133,0.0101884,0.0113256,0.0100232,0.410691,1
0.299447,0.156876,0.100485,0.0506422,0.0291112,0.0179786,0.0174829,0.0126415,0.0125522,0.0159211,0.00991877,0.413902,1
0.223909,0.16076,0.0841237,0.0560038,0.045268,0.0382293,0.0157459,0.0151113,0.0142647,0.015213,0.00985163,0.418944,1
0.271671,0.219201,0.101115,0.0637836,0.0558041,0.018276,0.0169691,0.0134015,0.0194086,0.0152054,0.0144041,0.417132,1
0.21224,0.122853,0.101882,0.0577122,0.0422366,0.0220044,0.0192185,0.0151884,0.0129936,0.0129144,0.00970791,0.413709,1
0.303701,0.126022,0.0813277,0.0591297,0.057054,0.0356019,0.0137654,0.0141151,0.0116916,0.0116903,0.0103663,0.408209,1
0.251768,0.152453,0.103797,0.0623368,0.0414945,0.0302327,0.0164999,0.0155049,0.0115892,0.0158008,0.0110792,0.415758,1
0.228565,0.15117,0.153689,0.106391,0.040269,0.0271706,0.0160152,0.0122675,0.0116122,0.0170695,0.0134679,0.411118,1
0.246084,0.17517,0.1157,0.0685655,0.0623725,0.0438437,0.0158609,0.00913528,0.0100214,0.0122672,0.00701779,0.413881,1
0.292149,0.120527,0.104909,0.0627222,0.0378481,0.0317451,0.0160274,0.0124463,0.0122569,0.0115578,0.00923851,0.413065,1
0.288732,0.182513,0.120856,0.0763108,0.0519193,0.0429816,0.0118854,0.0116266,0.0136826,0.0134683,0.011536,0.41752,1
0.298912,0.213252,0.155306,0.0706529,0.0648159,0.0343474,0.012789,0.0198065,0.00931652,0.0123259,0.0115373,0.417962,1
0.29937,0.137968,0.0832776,0.0678642,0.0424873,0.0313947,0.0171425,0.0141998,0.0109337,0.0126077,0.00812769,0.415757,1
0.267349,0.17924,0.089043,0.0665649,0.0422598,0.0371414,0.0125068,0.0105749,0.0131099,0.0136562,0.0106271,0.420494,1
0.291686,0.171067,0.100643,0.065454,0.0385395,0.020921,0.0102552,0.0101967,0.0120413,0.0139515,0.0156981,0.433884,1
0.317243,0.167468,0.114955,0.0614323,0.0450165,0.015064,0.0164855,0.00871829,0.00858686,0.0136012,0.00992949,0.442214,1
0.246721,0.161779,0.134481,0.0633228,0.0426258,0.0203943,0.00833369,0.00820485,0.0125339,0.0138535,0.0150977,0.442332,1
0.264138,0.208324,0.113884,0.0841153,0.0464042,0.0355837,0.0119988,0.00950997,0.01124,0.013891,0.0184536,0.432283,1
0.212546,0.180561,0.0926703,0.0747421,0.0619075,0.0318499,0.0176242,0.0162834,0.0190197,0.0178028,0.0179742,0.420113,1
0.234213,0.200772,0.134962,0.0943189,0.0566098,0.0360052,0.0120737,0.0119458,0.0121205,0.0184191,0.017122,0.418937,1
0.271356,0.230125,0.108908,0.0782473,0.0509596,0.0479316,0.0197311,0.0119009,0.0144855,0.0171179,0.0216983,0.414429,1
0.246543,0.148002,0.098329,0.0632116,0.0347956,0.0319191,0.0189233,0.0167295,0.0183454,0.0175027,0.0170131,0.408642,1
0.30757,0.16128,0.129951,0.0898472,0.0721735,0.0395375,0.0145393,0.0110233,0.0127492,0.0130532,0.0146544,0.416467,1
0.240473,0.165098,0.0962513,0.0568506,0.0508314,0.0141965,0.0235695,0.0225517,0.0139423,0.010619,0.0132524,0.422202,1
0.300552,0.119966,0.0809068,0.0553723,0.0453022,0.0433085,0.0182004,0.0155931,0.0124654,0.0101918,0.0127406,0.412177,1
0.29933,0.164732,0.150078,0.0692475,0.0551296,0.0185043,0.0149619,0.016143,0.00909541,0.0120204,0.0117066,0.409703,1
0.245842,0.169407,0.0994541,0.061787,0.0549367,0.0246051,0.0229456,0.0106971,0.00834397,0.012033,0.0200263,0.411739,1
0.306577,0.124091,0.0964889,0.0697695,0.0622007,0.042604,0.0200202,0.0153961,0.0103709,0.0126319,0.0120102,0.413475,1
0.236504,0.180409,0.104834,0.0744534,0.0596105,0.0209495,0.0191088,0.0160627,0.0126419,0.0147245,0.0163743,0.420772,1
0.315128,0.168339,0.0842131,0.0397385,0.0250293,0.0141973,0.0216227,0.0204437,0.0135758,0.0155751,0.0117539,0.413616,1
0.309723,0.131725,0.0795051,0.0590195,0.0348528,0.019761,0.014104,0.0164449,0.0126385,0.0133881,0.00961985,0.419829,1
0.253853,0.175698,0.124276,0.100426,0.0566227,0.0325655,0.012809,0.0141479,0.0115715,0.0176129,0.0156171,0.41796,1
0.263425,0.193847,0.103221,0.0632517,0.0584244,0.0109341,0.0135862,0.00969808,0.0112317,0.0136811,0.0165826,0.413713,1
0.308336,0.175772,0.128969,0.0582285,0.0554508,0.0198296,0.0121903,0.00873902,0.0131416,0.011756,0.0139838,0.419678,1
0.234061,0.161808,0.0990982,0.0718288,0.0474544,0.0316424,0.0182674,0.015475,0.0122486,0.0137566,0.0141655,0.420609,1
0.259287,0.143109,0.0954599,0.0687025,0.0595764,0.031975,0.0225123,0.0138675,0.0106165,0.0139797,0.0125708,0.41627,1
0.225611,0.140311,0.0925204,0.0795592,0.0461635,0.0434263,0.0171246,0.0160449,0.0137539,0.012345,0.0134764,0.41755,1
0.284958,0.188243,0.0871392,0.0647899,0.0542201,0.0280693,0.018369,0.0176886,0.0197029,0.0156786,0.0148211,0.411794,1
0.288194,0.215391,0.0929767,0.0627647,0.0378092,0.0461379,0.0148071,0.0103893,0.0124294,0.0109506,0.0111107,0.41596,1
0.296066,0.1643,0.0845394,0.0510576,0.0439802,0.0181389,0.0146177,0.0157195,0.0154489,0.0115486,0.0104049,0.414748,1
0.323157,0.153658,0.097259,0.0513617,0.0511822,0.0353874,0.0175605,0.0123207,0.0130801,0.0131864,0.0121909,0.432596,1
0.309697,0.113877,0.0773561,0.0486515,0.034273,0.016304,0.0119846,0.0122727,0.0117117,0.0131413,0.0108454,0.420684,1
0.217161,0.138538,0.115547,0.088905,0.0453959,0.0264053,0.0129547,0.0144014,0.0149234,0.0213835,0.0128881,0.422669,1
0.286418,0.195685,0.0803605,0.0566939,0.0521172,0.0121017,0.0177809,0.0156122,0.0144679,0.0127605,0.0179079,0.41224,1
0.257263,0.201276,0.117021,0.0581246,0.0399113,0.0347598,0.0148933,0.0154178,0.0150662,0.0131325,0.0143548,0.439842,1
0.282913,0.151825,0.0919599,0.0612743,0.0418651,0.0151972,0.0188829,0.0179332,0.0150244,0.0136551,0.0149008,0.416263,1
0.301141,0.113834,0.108824,0.0770231,0.0363881,0.0181767,0.018743,0.0143535,0.0145593,0.0112677,0.0106959,0.416975,1
0.25792,0.202031,0.105562,0.0780456,0.0530426,0.0340146,0.0180249,0.0160706,0.0116996,0.0118485,0.0122431,0.414056,1
0.270554,0.20689,0.103222,0.0739618,0.0418089,0.0148448,0.0196414,0.0149052,0.0106919,0.0120317,0.0108153,0.418252,1
0.227347,0.178607,0.106018,0.0745241,0.059935,0.0160833,0.0146311,0.00892377,0.0107814,0.0109141,0.0124143,0.41833,1
0.295627,0.132631,0.105203,0.0766281,0.0315636,0.0177998,0.0111966,0.00979713,0.00930227,0.0156551,0.0122546,0.413507,1
0.295666,0.145227,0.0852412,0.0752243,0.040901,0.0304043,0.0177051,0.0133861,0.0137928,0.0166309,0.0127459,0.418116,1
0.226223,0.156061,0.0921081,0.0632534,0.0490219,0.0350248,0.0186149,0.0142445,0.0120455,0.0119115,0.0146841,0.413215,1
0.266787,0.208078,0.0956064,0.0702018,0.0578411,0.0162869,0.0190164,0.0161227,0.0166062,0.0130307,0.0127532,0.419415,1
0.273823,0.172288,0.100508,0.0803527,0.0486637,0.018555,0.0192746,0.0142336,0.0126805,0.0110364,0.0135385,0.412762,1
0.246856,0.179495,0.124033,0.102247,0.0495224,0.0226988,0.0125363,0.010483,0.0156852,0.0135062,0.0138098,0.413276,1
0.301368,0.160001,0.0991283,0.0742798,0.0435126,0.0130467,0.011896,0.0126112,0.0165499,0.0134178,0.0160737,0.409601,1
0.279564,0.152266,0.0719944,0.0459535,0.0258912,0.0165685,0.0223926,0.0116045,0.0128862,0.0140799,0.0145477,0.413615,1
0.260799,0.234548,0.14618,0.0844996,0.0733466,0.0499665,0.0148839,0.0169927,0.0171882,0.0175461,0.0116167,0.416474,1
0.300251,0.125224,0.0887646,0.0553793,0.0337661,0.021793,0.0200226,0.0128563,0.0124111,0.0139094,0.0132716,0.408406,1
0.23854,0.176372,0.0876463,0.0686662,0.0405213,0.017477,0.0167766,0.0115169,0.0104626,0.0143674,0.00951442,0.413637,1
0.21948,0.125023,0.120545,0.0837576,0.0449474,0.0213548,0.0129548,0.00895731,0.0116006,0.0177595,0.0165821,0.412648,1
0.202201,0.15259,0.146504,0.0933721,0.0393546,0.0179993,0.0103296,0.0116324,0.00974545,0.0136126,0.0175315,0.407477,1
0.234065,0.130717,0.10118,0.0606706,0.0411992,0.0178484,0.0206707,0.0159291,0.0119407,0.0117684,0.011621,0.410035,1
0.301214,0.112187,0.0934505,0.0560021,0.0486962,0.015741,0.014925,0.0112776,0.0109699,0.0136259,0.00995224,0.409698,1
0.207603,0.130187,0.0904475,0.0607943,0.0413967,0.0225019,0.0180849,0.0125052,0.0121365,0.0132643,0.00943532,0.406836,1
0.221283,0.177715,0.11774,0.0750682,0.0626732,0.0407019,0.0150792,0.0143039,0.0132952,0.0122564,0.0102585,0.414225,1
0.232984,0.188318,0.120782,0.0907917,0.0664363,0.0388258,0.0117062,0.0104645,0.0131425,0.0133107,0.0152193,0.418963,1
0.314475,0.156887,0.0933269,0.070227,0.0401033,0.0163745,0.0111836,0.0122383,0.0134832,0.0157634,0.0127011,0.419485,1
