1,2,3,4,5,6,7,8,9,10,11,12,Ans
0.00320696,0.0029559,0.00379315,0.0025413,0.00271726,0.00409148,0.00330566,0.0569559,0.00288346,0.00298044,0.00340094,24.9859,0
0.00301541,0.00318462,0.00292204,0.00276909,0.0029764,0.00295384,0.00387801,0.0508212,0.00320656,0.00302713,0.00252338,24.9868,0
0.00185369,0.00406604,0.00279593,0.00247284,0.00291607,0.00324631,0.0023672,0.0642021,0.00226255,0.00271101,0.00356743,24.9891,0
0.00320411,0.00288417,0.00223745,0.00283169,0.00200162,0.00421882,0.00182462,0.0654137,0.00255943,0.00231337,0.00226677,24.9889,0
0.00261346,0.00287944,0.00228125,0.00354406,0.00227384,0.0021112,0.00287601,0.0635391,0.00255909,0.00263026,0.00195717,24.9881,0
0.0051016,0.00303682,0.00396738,0.00238437,0.00301002,0.00386963,0.00335821,0.0539014,0.0028383,0.00399721,0.00291024,24.9864,0
0.0027859,0.0027885,0.00315796,0.00356988,0.00233899,0.00394803,0.00318416,0.0564126,0.00243697,0.00343588,0.00327601,24.9882,0
0.00200645,0.00324475,0.00282345,0.00318439,0.00547461,0.00335024,0.00264749,0.057034,0.00228505,0.00290366,0.00360453,24.9894,0
0.00253233,0.00264884,0.00320531,0.0030242,0.0024718,0.00484023,0.00227951,0.0663016,0.00326411,0.0035994,0.00349796,24.9887,0
0.00382679,0.00338843,0.00259272,0.00298691,0.00235011,0.00513284,0.00320906,0.0676704,0.00315306,0.0027108,0.0028182,24.9894,0
0.00295535,0.00283401,0.00304248,0.00320883,0.00356748,0.0039855,0.00251901,0.0626154,0.00291019,0.00290712,0.00243622,24.9878,0
0.0030535,0.00219057,0.00245697,0.002537,0.00386295,0.00325181,0.00283371,0.0585552,0.00232499,0.00297101,0.00271086,24.9888,0
0.00370975,0.00274775,0.00375286,0.00280296,0.00321121,0.0029639,0.00291789,0.0577365,0.00267743,0.00306269,0.00257851,24.989,0
0.00278578,0.00282286,0.00317712,0.00306387,0.0026862,0.00330876,0.00338835,0.0641774,0.00246665,0.00224266,0.00409988,24.9886,0
0.00287605,0.00270704,0.00292995,0.00256146,0.00272315,0.00273439,0.00269419,0.0683716,0.00257174,0.00270745,0.00248162,24.9885,0
0.00323725,0.00275857,0.00279122,0.00247619,0.00297777,0.00373149,0.00412343,0.0678897,0.00259687,0.00238413,0.00276994,24.9878,0
0.00290198,0.00273938,0.00297816,0.00292178,0.00364738,0.00376943,0.00269618,0.0694504,0.00233211,0.00332965,0.00264332,24.9874,0
0.00267027,0.002736,0.00271908,0.00301848,0.00182876,0.00305711,0.00311259,0.071458,0.0026758,0.00413703,0.00308871,24.9881,0
0.00411969,0.00385244,0.0035481,0.00292718,0.00237398,0.00446796,0.00316202,0.0728111,0.00260049,0.00262461,0.00292905,24.9872,0
0.00270274,0.00241559,0.00413692,0.00324874,0.00258735,0.00422768,0.00453465,0.0703858,0.00430456,0.00284514,0.00201534,24.9877,0
0.00339926,0.00351423,0.00319032,0.00194174,0.00297629,0.00353818,0.00332103,0.0716892,0.00223677,0.00243187,0.00279838,24.9884,0
0.0026037,0.00318205,0.00282624,0.00265441,0.00328142,0.00291996,0.00239781,0.0749674,0.00264055,0.00312027,0.00225384,24.988,0
0.00281666,0.00299517,0.0026651,0.00296117,0.00290037,0.00339638,0.00281741,0.0691554,0.002982,0.00255135,0.00342039,24.9881,0
0.00217155,0.00194095,0.00211272,0.00344817,0.00241603,0.00218532,0.00350702,0.0672195,0.00209374,0.00364356,0.00326463,24.9882,0
0.00357143,0.00360397,0.00271006,0.00399276,0.00480439,0.0034131,0.00336536,0.0767219,0.00300167,0.00336238,0.00535725,24.9861,0
0.00383443,0.00258233,0.0038042,0.00279844,0.00220433,0.00298479,0.00360594,0.0722883,0.0025215,0.00288994,0.00351243,24.9877,0
0.00333167,0.00307458,0.00343999,0.00242988,0.00223763,0.00372442,0.00308681,0.0725181,0.00382264,0.00419238,0.0027843,24.9879,0
0.0036736,0.00264878,0.00336268,0.00271129,0.00267215,0.00389887,0.00264716,0.0722373,0.00301176,0.0038082,0.00251851,24.9879,0
0.00351515,0.00314536,0.00324197,0.00338104,0.00364449,0.00362604,0.00273951,0.071017,0.00262312,0.00353767,0.00402706,24.9882,0
0.00319289,0.00218947,0.0020758,0.00252254,0.00232668,0.00241519,0.00219486,0.0707947,0.00272578,0.00464137,0.00192778,24.9889,0
0.00248525,0.00301181,0.00268101,0.00306095,0.00296901,0.00314397,0.00288395,0.0726177,0.00321138,0.00337394,0.00303827,24.988,0
