1,2,3,4,5,6,7,8,9,10,11,12,Ans
0.00334636,0.00264523,0.00270766,0.00264643,0.00299487,0.00265002,0.00316511,0.0700025,0.00376648,0.00259846,0.00316001,24.9864,1
0.00281202,0.00235,0.0034356,0.00334075,0.0023207,0.00460112,0.00252086,0.0712311,0.00279222,0.00286858,0.00299154,24.9878,1
0.00344754,0.00249301,0.00330277,0.00338357,0.00224886,0.00258305,0.00280516,0.0664685,0.00263881,0.00287447,0.00247962,24.9892,1
0.00316436,0.00326279,0.00308942,0.00333194,0.00280806,0.00396811,0.00240421,0.0565511,0.00452427,0.0034479,0.00277555,24.9877,1
0.00217135,0.0038126,0.00283299,0.00322025,0.00311869,0.00309672,0.00295116,0.0508738,0.00218002,0.00445463,0.00266966,24.9888,1
0.00317703,0.00261654,0.00374906,0.00279594,0.00341749,0.00272243,0.00324057,0.0536623,0.00315365,0.00275851,0.00306607,24.9886,1
0.00307277,0.00310086,0.00351727,0.00284016,0.00379011,0.00479027,0.00286813,0.0661717,0.00341096,0.00382404,0.0027623,24.9884,1
0.00214476,0.00270873,0.00265891,0.00306088,0.00274686,0.00273002,0.00300729,0.0724244,0.00246161,0.00384758,0.00230352,24.9885,1
0.00284767,0.00212011,0.00245007,0.00330029,0.00272311,0.0039742,0.00291876,0.072621,0.0023385,0.0034241,0.0030909,24.9878,1
0.00294175,0.00295978,0.00338175,0.00336681,0.00250959,0.00373339,0.00272658,0.0738371,0.0026568,0.00399313,0.00291584,24.9877,1
0.00261728,0.00269333,0.00281604,0.00299003,0.0032896,0.00413849,0.00342704,0.0726244,0.00265647,0.0030248,0.00212796,24.9882,1
0.00272696,0.00260406,0.00247548,0.0029477,0.00288396,0.0035184,0.00337198,0.0681438,0.00297631,0.00261992,0.00242035,24.9876,1
0.00307055,0.00328484,0.00295536,0.0028679,0.00253257,0.00483882,0.00263161,0.07298,0.00305353,0.00348558,0.002478,24.9879,1
0.00346235,0.00239743,0.00270985,0.00213895,0.00253942,0.00343296,0.00239785,0.0707932,0.00285156,0.0029017,0.00261692,24.9886,1
0.00275435,0.00307322,0.00299913,0.00293326,0.00218531,0.00376226,0.00321464,0.0707746,0.00327991,0.00372673,0.00290465,24.9886,1
0.00234208,0.0035421,0.00363371,0.00385499,0.00260266,0.00431137,0.00279737,0.0716022,0.00270784,0.00297188,0.00324971,24.9878,1
0.00366786,0.00293898,0.00324561,0.00262961,0.00314014,0.00424409,0.00323016,0.0716752,0.00293928,0.00309408,0.00282315,24.9876,1
0.00360035,0.00330739,0.00277492,0.00282677,0.00331203,0.00352385,0.00413402,0.0653385,0.00259343,0.00295845,0.00261063,24.9877,1
0.00265945,0.00280489,0.0041794,0.00303838,0.00226329,0.00327116,0.00335292,0.0638636,0.00247464,0.00431252,0.00291322,24.9887,1
0.00251966,0.00245485,0.00225981,0.00340923,0.00278019,0.00393626,0.00265971,0.0608677,0.00204813,0.00254017,0.00279288,24.9891,1
0.00306564,0.00192438,0.00262753,0.00234663,0.00259992,0.00311798,0.00207475,0.0502288,0.00257031,0.00217778,0.00190159,24.9895,1
0.0028905,0.00347984,0.00219004,0.00242292,0.00327248,0.00348298,0.00313352,0.0534139,0.00256166,0.00390826,0.00329143,24.9896,1
