1,2,3,4,5,6,7,8,9,10,11,12,Ans
0.00251517,0.0029529,0.0026234,0.00261224,0.00309539,0.00551918,0.00357855,0.0599239,0.00311289,0.00415918,0.00260421,24.9881,1
0.00302576,0.0024995,0.00241855,0.00235582,0.0023487,0.00394676,0.00212478,0.064636,0.00236725,0.00214599,0.00194565,24.9899,1
0.00269606,0.002989,0.00309495,0.00305305,0.00241565,0.00320953,0.00258883,0.0685419,0.00279562,0.00294217,0.00281051,24.9891,1
0.00447502,0.00259259,0.00332968,0.00333533,0.00391726,0.00408272,0.00381045,0.0734132,0.00356432,0.00303471,0.00259526,24.9878,1
0.00270076,0.00290082,0.00292021,0.00330766,0.00276804,0.00350171,0.00329959,0.0702812,0.00303873,0.00272203,0.00304866,24.988,1
0.00237373,0.0021409,0.00240452,0.00180928,0.00228081,0.00361853,0.0022827,0.0716121,0.002026,0.00253019,0.00279755,24.9888,1
0.00294781,0.00288293,0.00322823,0.00318185,0.00231851,0.003383,0.00232129,0.0724788,0.00220383,0.00279582,0.00311923,24.9887,1
0.00264863,0.00402175,0.00302558,0.00229454,0.00229548,0.00371713,0.0026396,0.0735402,0.00287757,0.0035836,0.00238123,24.9884,1
0.00349122,0.00328686,0.00324188,0.00295742,0.00296615,0.00425864,0.00284683,0.0739383,0.00266795,0.00324504,0.00323216,24.9879,1
0.00321057,0.00326674,0.00223858,0.00314371,0.00409209,0.00506581,0.00274216,0.0678176,0.00300273,0.00587624,0.0024905,24.9873,1
0.00300616,0.00378336,0.00268763,0.00250201,0.00221432,0.00473258,0.00299555,0.0682758,0.00385991,0.00258096,0.00282134,24.9906,1
