1,2,3,4,5,6,7,8,9,10,11,12,Ans
2.20983,0.0266502,0.0330812,0.0300524,0.00787154,0.0119866,0.0137846,0.00646692,0.00536987,0.00776795,0.00887335,2.05079,4
2.60509,0.0183695,0.036039,0.0345593,0.00767353,0.010275,0.0254332,0.0076213,0.00953679,0.00843424,0.0118297,2.04728,4
2.80975,0.0283373,0.0558888,0.0308979,0.00824461,0.0106677,0.0179921,0.00564783,0.00842537,0.00966169,0.0148547,2.05479,4
1.84016,0.0327951,0.0246273,0.0282042,0.0126169,0.0146266,0.0148129,0.00837706,0.00692111,0.00710575,0.010238,2.05444,4
2.63942,0.0281037,0.0378503,0.0347672,0.00948222,0.0114859,0.0167744,0.00860401,0.00572132,0.00805867,0.0117811,2.04243,4
1.9164,0.040143,0.04291,0.0283547,0.011499,0.0145742,0.0211789,0.00704818,0.00999555,0.00991957,0.011433,2.04821,4
2.11712,0.025329,0.0516021,0.0341225,0.0127853,0.0142824,0.0194452,0.00916842,0.00872646,0.00860541,0.0100636,2.0523,4
2.73927,0.0214831,0.0432485,0.0300415,0.00801491,0.0116849,0.0174867,0.00820531,0.00575689,0.00897749,0.0133927,2.05649,4
2.67475,0.0237253,0.0404966,0.0463094,0.0087912,0.0118659,0.0275897,0.00917107,0.0117332,0.00915637,0.0124674,2.0505,4
2.65427,0.0222425,0.0351885,0.028139,0.0081237,0.0125161,0.0156649,0.00854609,0.00519051,0.00681198,0.01129,2.05594,4
2.09044,0.0258258,0.0288192,0.0276795,0.00561789,0.0138402,0.0153573,0.00754925,0.00493554,0.00730852,0.00998493,2.05457,4
2.24632,0.0423029,0.0362226,0.0272789,0.0158788,0.0226473,0.0232838,0.0116312,0.00566339,0.00769443,0.0111371,2.05638,4
2.45815,0.0181117,0.0414628,0.0408482,0.00871323,0.00862014,0.0237277,0.0108243,0.00723667,0.00817422,0.0133756,2.05371,4
2.69394,0.016548,0.0382628,0.042075,0.00954927,0.00990149,0.0119663,0.00799795,0.00808804,0.0105381,0.0137608,2.05239,4
2.32656,0.0520372,0.0433018,0.0287985,0.0164642,0.0282825,0.0217219,0.0166279,0.0114847,0.0116329,0.00919996,2.05298,4
2.09659,0.0244148,0.0295843,0.0243109,0.00961551,0.0132071,0.0165075,0.00753066,0.00923319,0.00690928,0.0141246,2.05264,4
2.614,0.0210166,0.0381269,0.0267437,0.00842068,0.0142042,0.0232771,0.0108831,0.00649499,0.00762987,0.00921151,2.0633,4
2.27179,0.0257285,0.0539681,0.0312336,0.00668759,0.0109486,0.0174683,0.00628211,0.00715189,0.011918,0.00929109,2.04587,4
2.1412,0.0268797,0.0423465,0.0228468,0.00896179,0.0215051,0.0192268,0.0129384,0.0111469,0.00920329,0.0118242,2.05016,4
2.54759,0.0277439,0.0382947,0.0258436,0.00846096,0.00907283,0.0227295,0.0093718,0.00725707,0.00686589,0.0129526,2.05418,4
2.56673,0.0256202,0.0510291,0.0327024,0.00748917,0.00700398,0.0206282,0.00947486,0.00814746,0.00846127,0.0113041,2.05257,4
2.3235,0.0379359,0.0410537,0.021088,0.0146934,0.0159519,0.0269843,0.012362,0.0123934,0.00811543,0.0129433,2.04468,4
2.41691,0.0298869,0.0354475,0.0311705,0.00951639,0.016563,0.0155616,0.0103108,0.012354,0.00962552,0.0125076,2.05326,4
2.54418,0.024667,0.0458692,0.0275983,0.00768559,0.0130334,0.0164613,0.00878892,0.0063097,0.00879438,0.0154288,2.05303,4
2.25147,0.0196793,0.0426139,0.0406138,0.00690672,0.00868905,0.0151551,0.00953037,0.0056498,0.0110579,0.00795526,2.04849,4
2.35691,0.0265306,0.0465059,0.0297061,0.0123857,0.0130464,0.0237855,0.00904396,0.00748322,0.00785289,0.00916579,2.05876,4
1.86883,0.022266,0.0343517,0.025936,0.00695714,0.00942218,0.0187777,0.00826991,0.0059168,0.0073951,0.0094849,2.05557,4
1.80509,0.0331553,0.0387244,0.03074,0.0113881,0.020637,0.0182645,0.0105429,0.010867,0.00729148,0.0109086,2.04952,4
2.78609,0.0187476,0.0528117,0.028325,0.00918255,0.00558479,0.0186757,0.00868871,0.00548996,0.00837119,0.0118913,2.06016,4
2.63955,0.0230433,0.0304637,0.0279545,0.00918373,0.014787,0.0159192,0.0099681,0.00651523,0.00770406,0.013479,2.06144,4
2.80497,0.0271503,0.0519115,0.02914,0.00824866,0.0152484,0.025387,0.0071895,0.00878543,0.00793843,0.0102002,2.05621,4
2.20865,0.0465938,0.0324259,0.0283749,0.010199,0.0173049,0.0184011,0.0112335,0.0078741,0.0109455,0.0116935,2.05258,4
2.2105,0.0393988,0.0448376,0.0381547,0.0120383,0.0227438,0.0226557,0.00981804,0.00762128,0.0077698,0.0107264,2.05229,4
